metadata_id,metadata_concept_id,metadata_type_concept_id,name,value_as_string,value_as_concept_id,value_as_number,metadata_date,metadata_datetime
1392799072,1147301,32880,Vocab harmonization row disposition: procedure_occurrence - moved to other tables,,0,519.0,2026-02-03,2026-02-03 20:37:20
1536236961,1147301,32880,Time series row count: procedure_occurrence.1971,procedure_occurrence.1971,1147301,2.0,2026-02-03,2026-02-03 21:03:40
1156088705,1147301,32880,Time series row count: procedure_occurrence.2008,procedure_occurrence.2008,1147301,39.0,2026-02-03,2026-02-03 21:04:05
1645150156,1147301,32880,Time series row count: procedure_occurrence.1983,procedure_occurrence.1983,1147301,4.0,2026-02-03,2026-02-03 21:03:48
84780562,1147486,32880,Valid column name: procedure_occurrence.provider_id,valid column name,0,,2026-02-03,2026-02-03 20:18:49
1993861503,0,32880,Target vocabulary breakdown: procedure_occurrence.procedure_concept_id,None,0,20.0,2026-02-03,2026-02-03 20:58:13
1621759923,1147330,32880,Valid table name: measurement,valid table name,0,,2026-02-03,2026-02-03 20:18:30
1002773386,1147330,32880,Person_id referential integrity violation count: measurement,measurement,1147330,773.0,2026-02-03,2026-02-03 21:02:10
427627720,1147501,32880,Valid column name: drug_exposure.drug_exposure_end_date,valid column name,0,,2026-02-03,2026-02-03 20:18:50
2108990567,1147313,32880,Final row count: care_site,care_site,1147313,0.0,2026-02-03,2026-02-03 21:02:19
942196664,1147339,32880,Vocab harmonization status: drug_exposure - domain check,,0,12432.0,2026-02-03,2026-02-03 20:37:06
20821180,1147506,32880,Valid column name: drug_exposure.provider_id,valid column name,0,,2026-02-03,2026-02-03 20:18:41
443084315,1147301,32880,Time series row count: procedure_occurrence.1998,procedure_occurrence.1998,1147301,238.0,2026-02-03,2026-02-03 21:03:59
1394290428,1147557,32880,Valid column name: drug_exposure.dose_unit_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:38
1866482624,1147301,32880,Time series row count: procedure_occurrence.1985,procedure_occurrence.1985,1147301,2.0,2026-02-03,2026-02-03 21:03:50
855933798,1147033,32880,Valid column name: person.ethnicity_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:54
469810566,0,32880,Source vocabulary breakdown: procedure_occurrence.modifier_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:58:26
980230085,1147084,32880,Valid column name: procedure_occurrence.procedure_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:53
1419087238,1147558,32880,Valid column name: drug_exposure.drug_exposure_start_datetime,valid column name,0,,2026-02-03,2026-02-03 20:18:53
441873979,1147330,32880,Time series row count: measurement.1993,measurement.1993,1147330,1778.0,2026-02-03,2026-02-03 21:04:21
987118267,1147301,32880,Final row count: procedure_occurrence,procedure_occurrence,1147301,15152.0,2026-02-03,2026-02-03 21:02:49
1571565246,1147314,32880,Number of persons with missing person_id,,0,1.0,2026-02-03,2026-02-03 20:21:00
1309428905,1147339,32880,Time series row count: drug_exposure.1992,drug_exposure.1992,1147339,200.0,2026-02-03,2026-02-03 21:03:16
648626454,1147041,32880,Valid column name: person.race_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:19:01
1425180760,1147304,32880,Time series row count: observation.2003,observation.2003,1147304,6.0,2026-02-03,2026-02-03 21:04:52
82924778,0,32880,Source vocabulary breakdown: person.race_concept_id,None,0,109.0,2026-02-03,2026-02-03 20:57:17
704527975,0,32880,Type concept breakdown: condition_occurrence,No matching concept,0,121.0,2026-02-03,2026-02-03 20:56:25
1297596844,1147330,32880,Date/datetime default value count: measurement.measurement_date,,0,0.0,2026-02-03,2026-02-03 20:59:57
1795894654,1147330,32880,Time series row count: measurement.2003,measurement.2003,1147330,1046.0,2026-02-03,2026-02-03 21:04:28
765073858,0,32880,Source vocabulary breakdown: drug_exposure.drug_concept_id,CVX,0,3106.0,2026-02-03,2026-02-03 20:58:00
538778735,1147301,32880,Vocab harmonization status: procedure_occurrence - source_concept_id mapped to new target,,0,283.0,2026-02-03,2026-02-03 20:37:17
1733850095,1147330,32880,Time series row count: measurement.1995,measurement.1995,1147330,837.0,2026-02-03,2026-02-03 21:04:23
1633307435,1147036,32880,Valid column name: person.care_site_id,valid column name,0,,2026-02-03,2026-02-03 20:19:00
974139072,1147339,32880,Time series row count: drug_exposure.1991,drug_exposure.1991,1147339,54.0,2026-02-03,2026-02-03 21:03:15
615188516,1147330,32880,Vocab harmonization row disposition: measurement - stayed and copied,,0,1.0,2026-02-03,2026-02-03 20:37:35
232252934,1147333,32880,Time series row count: condition_occurrence.2008,condition_occurrence.2008,1147333,2.0,2026-02-03,2026-02-03 21:03:00
929119532,1147339,32880,Time series row count: drug_exposure.1989,drug_exposure.1989,1147339,14.0,2026-02-03,2026-02-03 21:03:14
256415758,1147301,32880,Time series row count: procedure_occurrence.2024,procedure_occurrence.2024,1147301,515.0,2026-02-03,2026-02-03 21:04:16
1506610202,1147320,32880,Final row count: fact_relationship,fact_relationship,1147320,0.0,2026-02-03,2026-02-03 21:02:39
783166778,1147304,32880,Time series row count: observation.2019,observation.2019,1147304,26.0,2026-02-03,2026-02-03 21:05:03
678189133,1147301,32880,Time series row count: procedure_occurrence.2000,procedure_occurrence.2000,1147301,59.0,2026-02-03,2026-02-03 21:04:00
292282836,1147301,32880,Time series row count: procedure_occurrence.1984,procedure_occurrence.1984,1147301,6.0,2026-02-03,2026-02-03 21:03:49
1884820555,1147339,32880,Time series row count: drug_exposure.2021,drug_exposure.2021,1147339,1286.0,2026-02-03,2026-02-03 21:03:36
1076679856,1147339,32880,Time series row count: drug_exposure.2023,drug_exposure.2023,1147339,1050.0,2026-02-03,2026-02-03 21:03:37
830008805,1147301,32880,Number of rows removed due to missing person_id values: procedure_occurrence,,0,2.0,2026-02-03,2026-02-03 20:21:03
249930926,1147330,32880,Time series row count: measurement.2005,measurement.2005,1147330,51.0,2026-02-03,2026-02-03 21:04:29
1955502054,0,32880,Invalid concept_id count: drug_exposure.route_concept_id,drug_exposure.route_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:53
34190918,1147339,32880,Time series row count: drug_exposure.2005,drug_exposure.2005,1147339,16.0,2026-02-03,2026-02-03 21:03:25
2040211191,1147337,32880,Final row count: drug_strength,drug_strength,1147337,0.0,2026-02-03,2026-02-03 21:02:36
2129670135,0,32880,Source vocabulary breakdown: procedure_occurrence.procedure_concept_id,LOINC,0,2.0,2026-02-03,2026-02-03 20:58:22
857103689,1147039,32880,Valid column name: person.gender_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:19:01
269755755,1147339,32880,Time series row count: drug_exposure.2022,drug_exposure.2022,1147339,870.0,2026-02-03,2026-02-03 21:03:36
520138035,0,32880,Source vocabulary breakdown: measurement.measurement_concept_id,LOINC,0,54098.0,2026-02-03,2026-02-03 20:58:42
1811972535,1147301,32880,Time series row count: procedure_occurrence.2004,procedure_occurrence.2004,1147301,62.0,2026-02-03,2026-02-03 21:04:03
152602177,1147339,32880,Time series row count: drug_exposure.2024,drug_exposure.2024,1147339,422.0,2026-02-03,2026-02-03 21:03:38
37577628,1147339,32880,Time series row count: drug_exposure.1986,drug_exposure.1986,1147339,2.0,2026-02-03,2026-02-03 21:03:13
1202420785,1147301,32880,Time series row count: procedure_occurrence.2017,procedure_occurrence.2017,1147301,883.0,2026-02-03,2026-02-03 21:04:11
710688514,1147339,32880,Time series row count: drug_exposure.2001,drug_exposure.2001,1147339,156.0,2026-02-03,2026-02-03 21:03:22
1501212219,1147097,32880,Valid column name: drug_exposure.drug_exposure_start_date,valid column name,0,,2026-02-03,2026-02-03 20:18:48
1572048712,1147330,32880,Time series row count: measurement.2017,measurement.2017,1147330,3596.0,2026-02-03,2026-02-03 21:04:37
1648495048,1147094,32880,Valid column name: drug_exposure.drug_exposure_id,valid column name,0,,2026-02-03,2026-02-03 20:18:39
709080790,0,32880,Invalid concept_id count: measurement.measurement_type_concept_id,measurement.measurement_type_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:36
1573239811,0,32880,Target vocabulary breakdown: person.race_concept_id,Race,0,104.0,2026-02-03,2026-02-03 20:57:13
715743009,1147331,32880,Final row count: concept_ancestor,concept_ancestor,1147331,0.0,2026-02-03,2026-02-03 21:02:24
490466776,1147301,32880,Time series row count: procedure_occurrence.2012,procedure_occurrence.2012,1147301,68.0,2026-02-03,2026-02-03 21:04:08
1094540521,0,32880,Target vocabulary breakdown: observation.unit_concept_id,None,0,361.0,2026-02-03,2026-02-03 20:59:33
1945790516,1147339,32880,Time series row count: drug_exposure.1975,drug_exposure.1975,1147339,2.0,2026-02-03,2026-02-03 21:03:11
794502794,1147611,32880,Valid column name: procedure_occurrence.procedure_datetime,valid column name,0,,2026-02-03,2026-02-03 20:18:49
1205938337,1147030,32880,Valid column name: person.day_of_birth,valid column name,0,,2026-02-03,2026-02-03 20:18:55
373282688,1147301,32880,Time series row count: procedure_occurrence.1986,procedure_occurrence.1986,1147301,3.0,2026-02-03,2026-02-03 21:03:50
2010033460,1147330,32880,Time series row count: measurement.2007,measurement.2007,1147330,122.0,2026-02-03,2026-02-03 21:04:31
197613089,1147301,32880,Time series row count: procedure_occurrence.1977,procedure_occurrence.1977,1147301,4.0,2026-02-03,2026-02-03 21:03:44
1478431608,1147481,32880,Valid column name: procedure_occurrence.modifier_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:45
1489192041,0,32880,Invalid concept_id count: condition_occurrence.condition_concept_id,condition_occurrence.condition_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:38
1361966213,1147330,32880,Time series row count: measurement.2022,measurement.2022,1147330,4417.0,2026-02-03,2026-02-03 21:04:41
2134309261,0,32880,Invalid column name: measurement.src_id,invalid column name,0,,2026-02-03,2026-02-03 20:18:45
1517286652,1147330,32880,Vocab harmonization table transition: measurement to observation,,0,1.0,2026-02-03,2026-02-03 20:37:27
1858272422,1147574,32880,Valid column name: measurement.value_as_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:32
2011024740,1147339,32880,Vocab harmonization status: drug_exposure - source_concept_id mapped to new target,,0,258.0,2026-02-03,2026-02-03 20:37:07
1006438076,1147314,32880,Valid table name: person,valid table name,0,,2026-02-03,2026-02-03 20:18:50
1116992579,1147301,32880,Time series row count: procedure_occurrence.1978,procedure_occurrence.1978,1147301,5.0,2026-02-03,2026-02-03 21:03:45
1894471749,1147304,32880,Time series row count: observation.2013,observation.2013,1147304,7.0,2026-02-03,2026-02-03 21:04:58
1745333632,1147333,32880,Date/datetime default value count: condition_occurrence.condition_start_date,,0,0.0,2026-02-03,2026-02-03 20:59:38
447022561,1147301,32880,Time series row count: procedure_occurrence.2006,procedure_occurrence.2006,1147301,24.0,2026-02-03,2026-02-03 21:04:04
609761679,1147339,32880,Time series row count: drug_exposure.1997,drug_exposure.1997,1147339,264.0,2026-02-03,2026-02-03 21:03:19
562213845,1147301,32880,Date/datetime default value count: procedure_occurrence.procedure_end_date,,0,0.0,2026-02-03,2026-02-03 20:59:54
1407152323,1147139,32880,Valid column name: measurement.person_id,valid column name,0,,2026-02-03,2026-02-03 20:18:40
599730916,1147301,32880,Time series row count: procedure_occurrence.1976,procedure_occurrence.1976,1147301,3.0,2026-02-03,2026-02-03 21:03:43
1679788663,1147301,32880,Time series row count: procedure_occurrence.2005,procedure_occurrence.2005,1147301,22.0,2026-02-03,2026-02-03 21:04:03
1183438487,1147330,32880,Time series row count: measurement.1970,measurement.1970,1147330,9.0,2026-02-03,2026-02-03 21:04:18
1404913887,1147301,32880,Time series row count: procedure_occurrence.1974,procedure_occurrence.1974,1147301,1.0,2026-02-03,2026-02-03 21:03:42
1797309606,0,32880,Invalid concept_id count: condition_occurrence.condition_status_concept_id,condition_occurrence.condition_status_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:40
804768262,0,32880,Target vocabulary breakdown: drug_exposure.route_concept_id,None,0,12762.0,2026-02-03,2026-02-03 20:58:04
117311161,1147322,32880,Final row count: concept_class,concept_class,1147322,0.0,2026-02-03,2026-02-03 21:02:24
394973515,0,32880,Source vocabulary breakdown: measurement.unit_concept_id,None,0,62078.0,2026-02-03,2026-02-03 20:59:07
1094426360,1147301,32880,Time series row count: procedure_occurrence.1999,procedure_occurrence.1999,1147301,131.0,2026-02-03,2026-02-03 21:03:59
1935670202,1147318,32880,Final row count: vocabulary,vocabulary,1147318,0.0,2026-02-03,2026-02-03 21:02:55
105755128,1147301,32880,Time series row count: procedure_occurrence.2009,procedure_occurrence.2009,1147301,44.0,2026-02-03,2026-02-03 21:04:06
94240461,0,32880,Invalid concept_id count: condition_occurrence.condition_type_concept_id,condition_occurrence.condition_type_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:44
1875419484,1147303,32880,Date/datetime default value count: drug_era.drug_era_start_date,,0,0.0,2026-02-03,2026-02-03 21:00:09
1817922454,1147301,32880,Time series row count: procedure_occurrence.2003,procedure_occurrence.2003,1147301,151.0,2026-02-03,2026-02-03 21:04:02
395769811,1147339,32880,Time series row count: drug_exposure.1970,drug_exposure.1970,1147339,4.0,2026-02-03,2026-02-03 21:03:09
1901266032,1147330,32880,Vocab harmonization table transition: measurement to measurement,,0,62074.0,2026-02-03,2026-02-03 20:37:27
630994893,1147333,32880,Time series row count: condition_occurrence.2015,condition_occurrence.2015,1147333,13.0,2026-02-03,2026-02-03 21:03:03
1857448267,0,32880,Site,Site 1,0,,2026-02-03,2026-02-03 20:56:15
1251978741,1147330,32880,Time series row count: measurement.1991,measurement.1991,1147330,589.0,2026-02-03,2026-02-03 21:04:20
1672221510,1147324,32880,Final row count: dose_era,dose_era,1147324,0.0,2026-02-03,2026-02-03 21:02:33
1140665804,1147301,32880,Time series row count: procedure_occurrence.1989,procedure_occurrence.1989,1147301,15.0,2026-02-03,2026-02-03 21:03:53
289121113,1147321,32880,Final row count: observation_period,observation_period,1147321,109.0,2026-02-03,2026-02-03 21:02:46
1255549613,0,32880,Invalid concept_id count: procedure_occurrence.procedure_type_concept_id,procedure_occurrence.procedure_type_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:11
1361808604,1147505,32880,Valid column name: drug_exposure.lot_number,valid column name,0,,2026-02-03,2026-02-03 20:18:45
1397463699,1147333,32880,Person_id referential integrity violation count: condition_occurrence,condition_occurrence,1147333,1.0,2026-02-03,2026-02-03 21:02:03
1801825471,1147333,32880,Time series row count: condition_occurrence.1987,condition_occurrence.1987,1147333,2.0,2026-02-03,2026-02-03 21:02:57
1271195747,0,32880,Type concept breakdown: observation,No matching concept,0,344.0,2026-02-03,2026-02-03 20:56:51
770500662,0,32880,Source vocabulary breakdown: observation.observation_concept_id,SNOMED,0,360.0,2026-02-03,2026-02-03 20:59:21
423135646,1147330,32880,Vocab harmonization status: measurement - domain check,,0,61198.0,2026-02-03,2026-02-03 20:37:29
756771056,1147454,32880,Valid column name: drug_exposure.drug_exposure_end_datetime,valid column name,0,,2026-02-03,2026-02-03 20:18:46
1014000017,1147504,32880,Valid column name: drug_exposure.drug_type_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:43
1431725251,0,32880,Target vocabulary breakdown: person.gender_concept_id,Gender,0,109.0,2026-02-03,2026-02-03 20:57:01
830674038,1147339,32880,Vocab harmonization row disposition: drug_exposure - stayed only,,0,12293.0,2026-02-03,2026-02-03 20:37:11
1302442629,0,32880,Invalid concept_id count: drug_exposure.drug_type_concept_id,drug_exposure.drug_type_concept_id,0,0.0,2026-02-03,2026-02-03 21:00:58
901894329,1147571,32880,Valid column name: measurement.range_low,valid column name,0,,2026-02-03,2026-02-03 20:18:36
1442528020,0,32880,Target vocabulary breakdown: drug_exposure.drug_concept_id,CVX,0,2918.0,2026-02-03,2026-02-03 20:57:52
1677799198,32822,32880,Type concept breakdown: condition_occurrence,EHR chief complaint,32822,20.0,2026-02-03,2026-02-03 20:56:26
592073620,1147095,32880,Valid column name: drug_exposure.person_id,valid column name,0,,2026-02-03,2026-02-03 20:18:49
897662119,1147304,32880,Time series row count: observation.2001,observation.2001,1147304,3.0,2026-02-03,2026-02-03 21:04:50
283706344,0,32880,Source vocabulary breakdown: observation.unit_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:59:34
244247413,0,32880,Target vocabulary breakdown: observation.qualifier_concept_id,None,0,361.0,2026-02-03,2026-02-03 20:59:29
854724850,0,32880,Invalid concept_id count: measurement.unit_concept_id,measurement.unit_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:32
1694566725,1147026,32880,Valid column name: person.person_id,valid column name,0,,2026-02-03,2026-02-03 20:18:56
1450744612,1147038,32880,Valid column name: person.gender_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:54
168715516,1147560,32880,Valid column name: drug_exposure.drug_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:52
1928319854,1147301,32880,Time series row count: procedure_occurrence.2014,procedure_occurrence.2014,1147301,590.0,2026-02-03,2026-02-03 21:04:10
1363111780,1147304,32880,Time series row count: observation.1997,observation.1997,1147304,1.0,2026-02-03,2026-02-03 21:04:48
2059824067,0,32880,Type concept breakdown: measurement,No matching concept,0,3985.0,2026-02-03,2026-02-03 20:56:45
1464929850,1147570,32880,Valid column name: measurement.range_high,valid column name,0,,2026-02-03,2026-02-03 20:18:39
1066193263,1147304,32880,Time series row count: observation.2012,observation.2012,1147304,3.0,2026-02-03,2026-02-03 21:04:58
800224347,1147301,32880,Time series row count: procedure_occurrence.1991,procedure_occurrence.1991,1147301,66.0,2026-02-03,2026-02-03 21:03:54
1134492421,1147511,32880,Valid column name: drug_exposure.sig,valid column name,0,,2026-02-03,2026-02-03 20:18:40
1683669719,1147339,32880,Date/datetime default value count: drug_exposure.verbatim_end_date,,0,0.0,2026-02-03,2026-02-03 20:59:49
202203783,1147330,32880,Time series row count: measurement.1992,measurement.1992,1147330,1867.0,2026-02-03,2026-02-03 21:04:21
917094501,0,32880,Source vocabulary breakdown: procedure_occurrence.procedure_concept_id,SNOMED,0,15149.0,2026-02-03,2026-02-03 20:58:22
979994249,1147639,32880,Valid column name: measurement.measurement_datetime,valid column name,0,,2026-02-03,2026-02-03 20:18:37
1027643357,0,32880,Source vocabulary breakdown: measurement.measurement_concept_id,SNOMED,0,7976.0,2026-02-03,2026-02-03 20:58:43
1070840543,1147333,32880,Time series row count: condition_occurrence.2000,condition_occurrence.2000,1147333,4.0,2026-02-03,2026-02-03 21:02:57
1025137808,1147303,32880,Person_id referential integrity violation count: drug_era,drug_era,1147303,22.0,2026-02-03,2026-02-03 21:02:16
2054533132,1147304,32880,Time series row count: observation.1993,observation.1993,1147304,2.0,2026-02-03,2026-02-03 21:04:45
701448123,0,32880,Source vocabulary breakdown: measurement.measurement_concept_id,Read,0,1.0,2026-02-03,2026-02-03 20:58:44
110428596,1147339,32880,Time series row count: drug_exposure.1995,drug_exposure.1995,1147339,206.0,2026-02-03,2026-02-03 21:03:18
1741001459,1147336,32880,Final row count: concept_relationship,concept_relationship,1147336,0.0,2026-02-03,2026-02-03 21:02:25
1217616273,1147577,32880,Valid column name: measurement.visit_detail_id,valid column name,0,,2026-02-03,2026-02-03 20:18:42
230914409,1147301,32880,Time series row count: procedure_occurrence.2022,procedure_occurrence.2022,1147301,1339.0,2026-02-03,2026-02-03 21:04:15
1999405484,0,32880,Invalid column name: procedure_occurrence.src_id,invalid column name,0,,2026-02-03,2026-02-03 20:18:54
1897808753,1147339,32880,Final row count: drug_exposure,drug_exposure,1147339,12762.0,2026-02-03,2026-02-03 21:02:35
1548892343,1147330,32880,Number of rows removed due to missing person_id values: measurement,,0,0.0,2026-02-03,2026-02-03 20:21:28
163880615,1147333,32880,Date/datetime default value count: condition_occurrence.condition_start_datetime,,0,0.0,2026-02-03,2026-02-03 20:59:39
979892518,0,32880,Target vocabulary breakdown: measurement.unit_concept_id,UCUM,0,40157.0,2026-02-03,2026-02-03 20:59:03
1006867096,1147138,32880,Valid column name: measurement.measurement_id,valid column name,0,,2026-02-03,2026-02-03 20:18:33
1180626810,0,32880,Source vocabulary breakdown: condition_occurrence.condition_concept_id,SNOMED,0,163.0,2026-02-03,2026-02-03 20:57:40
212776030,1147304,32880,Time series row count: observation.1989,observation.1989,1147304,1.0,2026-02-03,2026-02-03 21:04:44
69115774,1147304,32880,Time series row count: observation.2004,observation.2004,1147304,3.0,2026-02-03,2026-02-03 21:04:52
1052617636,1147330,32880,Time series row count: measurement.2015,measurement.2015,1147330,3694.0,2026-02-03,2026-02-03 21:04:36
325921201,1147488,32880,Valid column name: procedure_occurrence.quantity,valid column name,0,,2026-02-03,2026-02-03 20:18:51
62110422,1147301,32880,Time series row count: procedure_occurrence.1979,procedure_occurrence.1979,1147301,4.0,2026-02-03,2026-02-03 21:03:46
1598647271,1147333,32880,Time series row count: condition_occurrence.2004,condition_occurrence.2004,1147333,17.0,2026-02-03,2026-02-03 21:02:58
2021124901,1147301,32880,Time series row count: procedure_occurrence.2007,procedure_occurrence.2007,1147301,38.0,2026-02-03,2026-02-03 21:04:05
634421045,1147480,32880,Valid column name: person.birth_datetime,valid column name,0,,2026-02-03,2026-02-03 20:18:59
775903578,1147339,32880,Time series row count: drug_exposure.2006,drug_exposure.2006,1147339,38.0,2026-02-03,2026-02-03 21:03:25
1254769589,0,32880,Source vocabulary breakdown: drug_exposure.drug_concept_id,RxNorm,0,9584.0,2026-02-03,2026-02-03 20:58:00
682108977,1147339,32880,Time series row count: drug_exposure.1990,drug_exposure.1990,1147339,42.0,2026-02-03,2026-02-03 21:03:15
1298456658,1147330,32880,Time series row count: measurement.2001,measurement.2001,1147330,646.0,2026-02-03,2026-02-03 21:04:27
893114181,1147301,32880,Time series row count: procedure_occurrence.1993,procedure_occurrence.1993,1147301,167.0,2026-02-03,2026-02-03 21:03:55
718411244,1147333,32880,Time series row count: condition_occurrence.2023,condition_occurrence.2023,1147333,13.0,2026-02-03,2026-02-03 21:03:08
7094408,1147330,32880,Final row count: measurement,measurement,1147330,62078.0,2026-02-03,2026-02-03 21:02:41
362463620,1147301,32880,Time series row count: procedure_occurrence.1982,procedure_occurrence.1982,1147301,1.0,2026-02-03,2026-02-03 21:03:48
322237213,1147304,32880,Time series row count: observation.2016,observation.2016,1147304,19.0,2026-02-03,2026-02-03 21:05:01
822052311,1147310,32880,Final row count: domain,domain,1147310,0.0,2026-02-03,2026-02-03 21:02:32
441089966,1147330,32880,Time series row count: measurement.1989,measurement.1989,1147330,49.0,2026-02-03,2026-02-03 21:04:19
434559169,1147301,32880,Time series row count: procedure_occurrence.2002,procedure_occurrence.2002,1147301,154.0,2026-02-03,2026-02-03 21:04:01
1949599898,0,32880,Delivered vocabulary version,No vocabulary file provided,0,,2026-02-03,2026-02-03 20:56:17
1173507564,1147612,32880,Valid column name: procedure_occurrence.procedure_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:48
2081846808,1147578,32880,Valid column name: measurement.visit_occurrence_id,valid column name,0,,2026-02-03,2026-02-03 20:18:43
1029582306,0,32880,Source vocabulary breakdown: observation.observation_concept_id,Read,0,1.0,2026-02-03,2026-02-03 20:59:22
1366217370,1147339,32880,Time series row count: drug_exposure.2015,drug_exposure.2015,1147339,1070.0,2026-02-03,2026-02-03 21:03:32
455563612,1147330,32880,Time series row count: measurement.2013,measurement.2013,1147330,876.0,2026-02-03,2026-02-03 21:04:35
504710525,756348,32880,Final row count: episode_event,episode_event,756348,0.0,2026-02-03,2026-02-03 21:02:38
1036634419,1147339,32880,Person_id referential integrity violation count: drug_exposure,drug_exposure,1147339,170.0,2026-02-03,2026-02-03 21:02:05
919603536,1147304,32880,Time series row count: observation.2014,observation.2014,1147304,39.0,2026-02-03,2026-02-03 21:04:59
959918854,1147096,32880,Valid column name: drug_exposure.drug_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:47
458302484,1147339,32880,Time series row count: drug_exposure.1977,drug_exposure.1977,1147339,4.0,2026-02-03,2026-02-03 21:03:12
85035107,1147311,32880,Final row count: concept,concept,1147311,0.0,2026-02-03,2026-02-03 21:02:23
1693831457,1147304,32880,Time series row count: observation.2015,observation.2015,1147304,20.0,2026-02-03,2026-02-03 21:05:00
631002527,1147301,32880,Time series row count: procedure_occurrence.1975,procedure_occurrence.1975,1147301,4.0,2026-02-03,2026-02-03 21:03:43
407859721,0,32880,Invalid concept_id count: measurement.value_as_concept_id,measurement.value_as_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:26
799215504,1147339,32880,Date/datetime default value count: drug_exposure.drug_exposure_start_date,,0,0.0,2026-02-03,2026-02-03 20:59:44
563741517,0,32880,Invalid concept_id count: observation.observation_concept_id,observation.observation_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:42
855882566,1147304,32880,Time series row count: observation.1998,observation.1998,1147304,1.0,2026-02-03,2026-02-03 21:04:48
833748690,1147037,32880,Valid column name: person.person_source_value,valid column name,0,,2026-02-03,2026-02-03 20:18:57
1413812917,1147043,32880,Valid column name: person.ethnicity_source_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:19:03
1235751840,1147307,32880,Final row count: relationship,relationship,1147307,0.0,2026-02-03,2026-02-03 21:02:51
1745986263,1147140,32880,Valid column name: measurement.measurement_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:18:36
1540043698,0,32880,Source vocabulary breakdown: measurement.measurement_concept_id,ICD10CN,0,3.0,2026-02-03,2026-02-03 20:58:43
614070239,1147330,32880,Time series row count: measurement.2023,measurement.2023,1147330,5255.0,2026-02-03,2026-02-03 21:04:42
1660094753,1147301,32880,Vocab harmonization table transition: procedure_occurrence to measurement,,0,4.0,2026-02-03,2026-02-03 20:37:13
1618467825,1147032,32880,Valid column name: person.race_concept_id,valid column name,0,,2026-02-03,2026-02-03 20:19:02
1298328341,1147339,32880,Time series row count: drug_exposure.1998,drug_exposure.1998,1147339,294.0,2026-02-03,2026-02-03 21:03:20
584607487,1147330,32880,Time series row count: measurement.2010,measurement.2010,1147330,136.0,2026-02-03,2026-02-03 21:04:33
621234205,0,32880,Invalid concept_id count: observation.unit_concept_id,observation.unit_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:48
1697674328,756346,32880,Final row count: cohort,cohort,756346,0.0,2026-02-03,2026-02-03 21:02:21
1371580399,0,32880,Source vocabulary breakdown: drug_exposure.route_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:58:05
67529787,0,32880,Target vocabulary breakdown: condition_occurrence.condition_status_concept_id,None,0,163.0,2026-02-03,2026-02-03 20:57:43
2119539004,1147330,32880,Time series row count: measurement.1998,measurement.1998,1147330,1228.0,2026-02-03,2026-02-03 21:04:25
414119987,0,32880,Invalid concept_id count: procedure_occurrence.modifier_concept_id,procedure_occurrence.modifier_concept_id,0,0.0,2026-02-03,2026-02-03 21:01:06
505776022,1147301,32880,Vocab harmonization row disposition: procedure_occurrence - stayed only,,0,14526.0,2026-02-03,2026-02-03 20:37:21
231311046,0,32880,Source vocabulary breakdown: person.ethnicity_concept_id,None,0,109.0,2026-02-03,2026-02-03 20:57:29
178371908,1147330,32880,Time series row count: measurement.2014,measurement.2014,1147330,2051.0,2026-02-03,2026-02-03 21:04:35
1168769667,1147315,32880,Final row count: provider,provider,1147315,0.0,2026-02-03,2026-02-03 21:02:50
180373751,32817,32880,Type concept breakdown: drug_exposure,EHR,32817,6381.0,2026-02-03,2026-02-03 20:56:32
666441031,0,32880,Source vocabulary breakdown: condition_occurrence.condition_status_concept_id,Source vocabulary not captured in OMOP,0,,2026-02-03,2026-02-03 20:57:44
1166742975,1147304,32880,Time series row count: observation.1995,observation.1995,1147304,1.0,2026-02-03,2026-02-03 21:04:47
331886516,0,32880,Invalid concept_id count: procedure_occurrence.procedure_concept_id,procedure_occurrence.procedure_concept_id,0,2.0,2026-02-03,2026-02-03 21:01:05
